,R_ADJ,R_AGP,R_AGU,R_ALR,R_AOQ,R_APM,R_AQV,R_ARD,R_AUI,R_AUQ,R_AUW,R_AWD,R_AWG,R_AXC,R_BAA,R_BCJ,R_BFU,R_BGS,R_BJO,R_BMT,R_BPM,R_BRL,R_BSP,R_BUC,R_CAT,R_CGJ,R_CKP,R_CNB,R_CNW,R_CRA,R_CRG,R_CSA,R_CSY,R_CUG,R_CVR,R_CZU,R_DBI,R_DBQ,R_DBZ,R_DMT,R_DNW,R_DTF,R_DTS,R_DVH,R_DXQ,R_DXV,R_EAM,R_EBT,R_EER,R_EIH
R_AUW,0.5635877084570075,0.2698126004065253,0.2313277054266204,0.1781746043709803,0.5128717738818909,0.1327236903177829,0.7752083018794117,0.3084983875531479,0.4042761612778737,0.4391116937295711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_AWD,0.1982971780083459,0.3029375370508688,0.318210668932951,0.3814827341854972,0.1974094644529387,0.3972228114925288,0.1992585178318092,0.2128021255332352,0.2821248501712619,0.1240728447558824,0.5338163414250124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_AWG,0.1564287848616926,0.2086491167350233,0.2601495388917813,0.3154686086836273,0.1475662697262621,0.302766011740203,0.1997204803631673,0.2372684465200247,0.1780605075503906,0.0473668379762781,0.4308876877139472,0.1314331952328503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_AXC,0.0948582518242452,0.2910497467048661,0.2403352091670039,0.3841103552773537,0.0884645198751796,0.2767005778253436,0.1275829142452529,0.3276755997734012,0.0706047549391148,0.0906170620489071,0.4571224010229631,0.1968652332835785,0.1325581205965281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_BAA,0.0597541424790438,0.1670588589343708,0.1935387911939464,0.255071690945116,0.0598606471566634,0.182635252996775,0.1871279485170618,0.2310716976004752,0.1625872107882458,0.0854511235199949,0.3236420355040513,0.1775224732885161,0.1201158811123281,0.0946970158164709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_BCJ,0.376047520538955,0.1802646728877945,0.0980944074192646,0.2140399776690882,0.3541174413133723,0.1355823318935936,0.5256224440415486,0.263052894641324,0.2857040108589179,0.3120433298329324,0.2012349645019575,0.3629561491787642,0.2972063123922466,0.3449203970494465,0.2079581082339842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_BFU,0.3649747147904764,0.1188059479089407,0.2793495960464758,0.1645861635382846,0.3362847635553389,0.181360015443863,0.4981985903769535,0.1495789181997064,0.3724077879146185,0.2706838235240283,0.3102970626586931,0.3133595748031696,0.2621108510548146,0.3491582976482323,0.2325808707998651,0.3004651411850073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_BGS,0.3369171945547206,0.0810959317805585,0.1496211148350797,0.1232542311464709,0.3034709780205594,0.0951716024631195,0.5100282431794816,0.1780621536355874,0.2537280925024219,0.2005968143692313,0.196772757926983,0.3290661547389987,0.2035962040993173,0.2218319096897993,0.1345519838249009,0.1567028252987793,0.0919930602208177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_BJO,0.1574365373281895,0.1863701026903201,0.2041384101641856,0.3195038869713701,0.1551233223787734,0.1711834467187766,0.3590529049025091,0.3403742740840595,0.1534012774822393,0.2665753910487757,0.2871302571584431,0.3541819667894099,0.2402569358685725,0.2109995259712651,0.117835193736958,0.2285917361603149,0.2855745692990393,0.1740563198904297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_BMT,0.1803002621150946,0.1222861685340115,0.1081917146467268,0.2200590432601541,0.1731012290357991,0.093683698357717,0.3764525837331369,0.2614988411646097,0.2121956886115589,0.2214388258427106,0.2007004951253816,0.2914392067372096,0.2189923772405056,0.2453285845125813,0.100605254393591,0.1638923890305061,0.2171255598675897,0.1128413421959917,0.0838112155311886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_BPM,0.2817403136613406,0.146445535598529,0.2895579102881315,0.1991088288241504,0.2552237752711889,0.2213723266176492,0.3979303454763306,0.1517031808578308,0.3193753198378248,0.2087114779221676,0.3486717657203512,0.2080600071412231,0.2164234066749299,0.2750597579984333,0.1709196473238162,0.314979295074207,0.101508848048366,0.1511678020452579,0.2617154016427375,0.2122680693214045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_BRL,0.1125398901075764,0.0739804495234824,0.1536785668115493,0.181206174817269,0.1053408570282809,0.1149460553892335,0.2611978135582661,0.2133613248638894,0.184123285088925,0.1237254257533631,0.282952821814335,0.2062139272929413,0.1223558070184878,0.1535936863386052,0.032452431422226,0.1680588994074003,0.115158586753192,0.0433443993929397,0.1193169845156553,0.0956358021927974,0.1243926873599544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_BSP,0.2567777337368173,0.1882242480622409,0.1853085872496472,0.3064205536536193,0.2384191541387877,0.2742865496389328,0.2787731214959416,0.2437868899823989,0.2425564983435153,0.0949822882804605,0.3753808377545337,0.18509476296858,0.1059862628278816,0.2005687406296578,0.1856405889672719,0.1756474139260188,0.2812839584122599,0.1789900395429033,0.2598344301714687,0.227205994952462,0.2633323773816342,0.1763187057297718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_BUC,0.2478123208572611,0.2408415189019075,0.1057592334426837,0.3324868109921151,0.2410062330285516,0.2484238983804789,0.332144042417159,0.3112939250788015,0.0775777879290486,0.2122851553008396,0.3415351084624009,0.2508175235071807,0.1908472138325377,0.1350660480609829,0.1681173131357575,0.2128148633803925,0.3165710043954179,0.1938064787474063,0.1801908154481582,0.157778189718318,0.2927087659737808,0.1719344931041243,0.2143075753125618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_CAT,0.2239333866240962,0.1688139833757153,0.1287790657140666,0.1950624589599855,0.2002491475193121,0.1410371280350672,0.3692621922977691,0.179512614035144,0.1981266557012136,0.1842100053917281,0.2467868882752394,0.2032636460025153,0.1941448198115918,0.2025371454591192,0.094714682030601,0.1753114784412018,0.1671908740049498,0.1380069488230202,0.1590346235448787,0.0993224104430937,0.1493116468385074,0.0936124784958693,0.2006283869139917,0.132510625274193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_CGJ,0.1187291765812613,0.2442138269166142,0.3214615638866055,0.3641302709614172,0.1032247940023368,0.3708922363230328,0.1871168302077473,0.2305687589597449,0.2221076835466003,0.0879807362555289,0.5049483468576746,0.1409628743514356,0.0803586870797894,0.1235105910577997,0.1034563894758314,0.3331995092623375,0.2611799443310665,0.2714460045325635,0.2310637633078804,0.2069305465404408,0.1748396632540629,0.1187555357141011,0.1929626255910932,0.2387947367401012,0.1574526514148089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_CKP,0.358739505228704,0.2345929560762645,0.35362385430681,0.2998915750803217,0.338518384228944,0.2767035939057447,0.4904002783673962,0.1566332954984729,0.4525964372192249,0.3150543688445855,0.4513937194996471,0.2566825329518312,0.3260831383170618,0.4266543852968013,0.2686366019844146,0.3689096664051989,0.1998717794667799,0.2798313682443879,0.3833789055310297,0.2938896323114534,0.1269607496032783,0.2672344899800737,0.3508737862715517,0.3278387758441584,0.1372246418764337,0.2431595155657621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_CNB,0.2719221904548482,0.1701022688036542,0.1638668805212442,0.2548006256623354,0.2481261647532865,0.1625758545280612,0.4381188497609061,0.2853018445360654,0.1967298181922562,0.1976612882219383,0.2775337227465104,0.3216519555715259,0.1824516499410022,0.2364796034290543,0.1393314055553628,0.1498564485610625,0.2531463137207038,0.1047039930926908,0.1284378110261419,0.1169898587187831,0.2431186990769417,0.1170646058966823,0.1301254602843181,0.1761171976773862,0.1530389049275296,0.2566208955995401,0.3403858911395268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_CNW,0.1226694920429032,0.4319523046199063,0.4065655910306883,0.5573873742265035,0.1515217506169615,0.5661403612689095,0.1202623186939075,0.4156324610684727,0.2386506046355549,0.1419170964136885,0.6815000984525879,0.2117949331399933,0.1774763639487506,0.1037825019705157,0.1711960286640473,0.4831603251264536,0.4638825047662673,0.4529113188087234,0.3672004226460141,0.3567907371873209,0.3850426448731399,0.2483962384809039,0.2628796726120618,0.2964596111218697,0.3381908736011602,0.1944520434500649,0.512379953592332,0.3959180271258264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_CRA,0.2432428051432705,0.3996575584656583,0.396026080657312,0.5199248572846883,0.2654796826089256,0.5563244005492667,0.2485978566753319,0.3124679102812028,0.3320397436745256,0.162571834333629,0.701842510740782,0.1111226891676682,0.1802751498457254,0.2391331167429995,0.2225554123794477,0.457342923474713,0.4315869633931086,0.4511364274417919,0.4278572720400185,0.348643029128532,0.3333018599783424,0.2691280449831131,0.188061723630841,0.2740695020603904,0.2812184925207049,0.205809804469539,0.3768564477427062,0.4134793923609445,0.1803124575351853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_CRG,0.2914183558066838,0.186824517791235,0.1296169797863787,0.1509032494144165,0.2651681500400952,0.1105043483375402,0.4316705946564885,0.1220833725490031,0.2364745933421944,0.2326855078107825,0.2130568293370904,0.2435427571496056,0.2385662351308669,0.2450742967924667,0.1381900377915733,0.1709969342007655,0.154301469965162,0.1403514610531836,0.1971083323593273,0.1364312946422085,0.1420214514999789,0.1240673502638635,0.2250756092010082,0.1680199381701088,0.0487924625006443,0.2523589794797039,0.0898016790819359,0.1784453771434008,0.3992499130762135,0.3496940787616006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_CSA,0.3625604457445771,0.0273438855462754,0.1815882468306855,0.1618751329583655,0.3325695512372495,0.1900896601115722,0.490396024838849,0.1320945366351513,0.3514855419975357,0.2389138667231091,0.276536326981048,0.2890245598711002,0.2189349939809217,0.3258516251843911,0.2318860393277426,0.1816789772522501,0.1315537161995512,0.1029986250775458,0.2602133232596241,0.1903227803352781,0.1466952387379192,0.1258521428583222,0.1900378902901722,0.2947433902707978,0.1840182734262378,0.250719503765213,0.2143016586767405,0.2128578214428929,0.4496681303587457,0.3876100357581177,0.1854338738595574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_CSY,0.2142572296963762,0.1483985504363341,0.2112519602455224,0.2087335941908306,0.1913204084912747,0.1443545956974825,0.3657487594432416,0.1764301938109764,0.2376341259480162,0.1967700018296969,0.2704894533230985,0.168398230645724,0.2060137235763903,0.217364199586872,0.0993519311909649,0.2339327868162591,0.1811049735533888,0.1327692435050505,0.1276403512559444,0.0951674539634521,0.111207002588012,0.0867631343613188,0.2410892466681675,0.1995007278238348,0.0862852134297069,0.1690842844663081,0.1596941286073512,0.1289168010298448,0.348099555280345,0.2886553796603543,0.1017209723625739,0.2265662926253812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_CUG,0.1494191667315788,0.1874101250024927,0.1725661493984508,0.2701757049606629,0.128314366884772,0.2015182388365888,0.2830225028499167,0.2375512147242895,0.1091904787112566,0.1581538208796544,0.3122791175212197,0.1792104589706015,0.1608875715457308,0.1422264902194297,0.0672379688790458,0.2105271018457126,0.2443796622398056,0.1598131395737265,0.1137492737763413,0.120879347247907,0.1889084920186294,0.0764842475363452,0.205908536280118,0.1162039303535943,0.0768899818143838,0.1243244617696009,0.2324195963029027,0.1539311547924433,0.2615468929102058,0.2439149477584293,0.1206150838835682,0.258416627909203,0.0987040937382309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_CVR,0.0859239615894685,0.1477329693897965,0.19919054318677,0.25613943025753,0.08351602593199,0.1626382199158702,0.2125181325864996,0.2490373291964017,0.0932653759849278,0.1193035110596271,0.2882196794984178,0.2155905268208885,0.1206176424510754,0.1003113840817878,0.0482507539670734,0.2103585766508816,0.2303418334403656,0.1155717041338497,0.0532383631419964,0.0869223951521967,0.1820166401473673,0.0421025288044949,0.1856520035613462,0.1341581176435775,0.1129498380993011,0.1198208536650069,0.2868632383251118,0.0825288382166955,0.2019455683077411,0.2716694258907842,0.1510235469137497,0.2262172609229205,0.0860068583151617,0.0771219798537298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_CZU,0.1186179309268832,0.3062714943967966,0.22681706519865,0.3852221813074907,0.1216573709033751,0.3346078690742629,0.1681640350775066,0.3231238201559554,0.034285519628745,0.1182792657320008,0.4307405853915476,0.1938700758307535,0.1516680094298365,0.0567287027553922,0.0810886885892539,0.3274996525745909,0.3400442944772505,0.2723432108475964,0.2030434939834011,0.2126026518797351,0.2687307956166767,0.1278849066476636,0.229075835957251,0.0924622786582454,0.1811378288327046,0.1380286399107767,0.4045054738911854,0.2388431202581776,0.144335258930871,0.2147699743105113,0.2251249854476749,0.3309484665177298,0.2001187452917219,0.1132737030189571,0.0973183358873057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_DBI,0.3440294383306617,0.3245475344183828,0.3497347508972843,0.3732429805101595,0.332572755046693,0.4150657920892133,0.3290824590064266,0.1572878414664963,0.4174147180600726,0.1933436597304737,0.576314304730575,0.1192761513034526,0.2055536236379095,0.3105736508536474,0.2944391834166346,0.3752065531368205,0.3235616542778416,0.3858308412031811,0.4564522740554448,0.3653699967125078,0.2440138782564196,0.2887713139497662,0.204742605160167,0.3125860699070933,0.2495609047391446,0.2395037240288209,0.2282692959740829,0.3760341870286482,0.3217728373239008,0.135424279566431,0.2120073914795786,0.2608026060288824,0.2374734254307866,0.2511882232689209,0.3223130725493012,0.302695016012821,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_DBQ,0.4120037987926451,0.157548005051078,0.1258519533558514,0.2276033869383844,0.3798053157942788,0.1034502134049861,0.5909468313429055,0.2906344224890351,0.2973407711906167,0.2933385619685431,0.1788700477059015,0.4128006334860029,0.2871908757957006,0.3343361701369192,0.2084045907546815,0.0765846538988594,0.2760725720018795,0.1508572382495006,0.1938070956020944,0.1441127393480414,0.2977413258897671,0.1711707022204465,0.2120306856739501,0.2470799658130394,0.1952556225770165,0.3632885066979691,0.4012343839501243,0.1416491217885109,0.5306463678050259,0.5312908286222121,0.2008073106561171,0.1857978802813762,0.2172939204818957,0.221705090735881,0.184374363588695,0.3420050705450054,0.4514399748803576,0,0,0,0,0,0,0,0,0,0,0,0,0
R_DBZ,0.3252322109903037,0.2802493206891827,0.1880424156338978,0.3631941319462898,0.303558249423962,0.2622459863823996,0.4791606996879212,0.4011243879679376,0.1488491479894898,0.2486408485880496,0.3543880360597677,0.4083882311590324,0.2295280595414111,0.2640656979502583,0.1920893821421924,0.2275618061926685,0.3667280800649944,0.2053296835365223,0.1254628103181141,0.1679901098762526,0.3837924911242506,0.1897286686631729,0.213824186913361,0.1616483242089107,0.2033640543029085,0.3294714225649779,0.4331575872058512,0.1029961531051564,0.4250941624876301,0.5035441259549803,0.2411629885168084,0.3216333826228015,0.2345927435423236,0.1572700663737977,0.1535497036991144,0.2757141942964016,0.4974388476659127,0.2370174581788017,0,0,0,0,0,0,0,0,0,0,0,0
R_DMT,0.3843086301109913,0.1829762055078447,0.1650759928316426,0.1522140322716667,0.3480842481620937,0.0894792939163234,0.5536906144087882,0.1531388233984361,0.3297380055745327,0.3225369334273479,0.1909897609440314,0.3334584248253704,0.3214056735280181,0.3587599213266463,0.1818536788077546,0.1600215495311858,0.1994969759912009,0.1551412768060675,0.2078563256422376,0.1545817332495106,0.2007177012173504,0.1631370344687842,0.2830152861902792,0.253544782009624,0.1477330272645923,0.3257388546223393,0.1778229223822985,0.1997704169829388,0.5026613716457597,0.4702627443654545,0.1038154726100429,0.2103197193838587,0.1403950826024317,0.197548487631497,0.1867001643865639,0.3340559246322789,0.3274494968238836,0.1573733622882203,0.3000683336675148,0,0,0,0,0,0,0,0,0,0,0
R_DNW,0.1351341113527662,0.2138457668028553,0.2172567384383915,0.317306953967179,0.1327026286414733,0.2267209791962978,0.2336805997238675,0.2865193194322638,0.0434982618388294,0.13690851648816,0.3692423344234173,0.2652987308194701,0.1224956213228689,0.0872810264470943,0.0971527836913565,0.2227284111527566,0.2954000220873454,0.1667059136222655,0.1146015903414889,0.1740877924764202,0.2473504865619052,0.1101672497245752,0.1700416437754606,0.1202163221650366,0.1655456453552889,0.1715368351466596,0.3426244409324543,0.1098094675046031,0.2285523457827352,0.3397341028234131,0.1997214728353717,0.2565272262693094,0.171035135645943,0.1006634641187741,0.0352726928910072,0.075379120095158,0.3586533829949052,0.2138620988315267,0.1350912836831008,0.244283510591312,0,0,0,0,0,0,0,0,0,0
R_DTF,0.4155161054296994,0.1592960954140272,0.1374057139835082,0.1964361278489413,0.3825579874479421,0.0265608485993337,0.5856489530295221,0.2620310657525381,0.2786497644513883,0.3138314174458721,0.149091406301918,0.401589047653872,0.297987576387624,0.322029015296632,0.2050718458276899,0.1403880442278268,0.2478076254356209,0.133750628592581,0.1207953768212416,0.0776190087701626,0.2663188696873123,0.1500656690259769,0.2642260414494239,0.2149666654452072,0.1670854085711957,0.3613035019485099,0.2994869788056663,0.1288049480234523,0.5242648290784098,0.5246447233966222,0.1367837146516649,0.2063824329247252,0.1379498874518151,0.2026583349551481,0.1443408380952359,0.3165526455765263,0.4131898566820248,0.1149179844438422,0.2048383559397787,0.1067623807838596,0.2304340737306409,0,0,0,0,0,0,0,0,0
R_DTS,0.3445925926679338,0.1142598380764929,0.1220875596048855,0.2023183783333547,0.3102349343188725,0.0533110839558399,0.5239584565215751,0.2650420839246657,0.2229434047353681,0.2153036276504977,0.1757006731783503,0.3448480989860434,0.2268326098516857,0.2250186940209682,0.1345343703029019,0.1426634054759955,0.2124090278693204,0.05948058103435,0.096051649367244,0.0696758583438067,0.218678837478731,0.0843210070415409,0.1757473352595678,0.1647006832126377,0.1268018542978171,0.2883512526648035,0.3516892953972871,0.064996559636129,0.4607542140857972,0.4618950665887233,0.1444993925134054,0.1620184167577802,0.1060853655067522,0.1412822328643516,0.0961507214549316,0.2641942306711226,0.4038343295843067,0.0796546687046058,0.1354884977252403,0.1410775093143533,0.1546000282159406,0.0676681573069076,0,0,0,0,0,0,0,0
R_DVH,0.4578150421715167,0.1890981040605014,0.175395207235198,0.1097692401221741,0.4215976474810275,0.1129146880436812,0.6300833551682311,0.2227333677554167,0.3775957464086278,0.3452659845861523,0.0724966270965001,0.413543002117445,0.337444229589933,0.3869941441348185,0.2563778277801489,0.1602370029115909,0.2302670522717811,0.1471764086373883,0.273817663977589,0.1977481098931106,0.2680022928737398,0.208793185393655,0.3035942566344267,0.3108607162181371,0.1998403904599898,0.3966207863308519,0.3200230999924804,0.2274077583689873,0.5730145882849089,0.5423573565669331,0.1661103315218408,0.1959055663293072,0.2203634889455754,0.2691430896105716,0.2389779449691423,0.3852162728941329,0.4113843612911656,0.1510721722519422,0.3457785937021887,0.1085517740480319,0.3038229674887031,0.1501728925979868,0.1435737109601478,0,0,0,0,0,0,0
R_DXQ,0.2623535151553138,0.1434888082319312,0.1288384454888694,0.229828650443633,0.2354048832079754,0.1243355253566252,0.4014815321182963,0.2177637287456187,0.1898136992034212,0.1455188255903233,0.2810383311394189,0.2590639505198071,0.1416516884009312,0.1783902655178933,0.1135052407927898,0.1272645864777294,0.2420461982953332,0.0888243991310016,0.164229749164424,0.1326636717948884,0.2252524840264575,0.0779371466692841,0.0652699412800023,0.1632827376863499,0.1358936655003176,0.201299811045872,0.3121624206834683,0.0653395909196657,0.3593218881258469,0.3526121194400872,0.1603408877873341,0.1640197853855552,0.169855491792965,0.1424083859559,0.1127391085318748,0.2237172185377172,0.3046951461708328,0.1191400838766998,0.1242440586219279,0.1817525190977655,0.1188605785096686,0.1613011977716778,0.0753855108167699,0.2140123396127225,0,0,0,0,0,0
R_DXV,0.3285964893214214,0.0679352803315494,0.2315251973730721,0.1559718669081809,0.3030346504290641,0.1422774815947029,0.4705164684110426,0.1598808483996274,0.303845900112213,0.2264975422572581,0.2628625523213817,0.3102355167879954,0.2167391556689455,0.2746549335044625,0.171269200078282,0.2329316423328488,0.0710519172693375,0.0358870558382192,0.1974638872538084,0.1419527540666461,0.1166438628222591,0.0510445283811161,0.2126084710107922,0.2511174157805012,0.1442091925791775,0.2380160831721767,0.2179283708107091,0.173259125587708,0.4321324444922504,0.4031264394934618,0.1626818961162328,0.0973959498647364,0.157270355872058,0.1932539766776426,0.156152440656158,0.2951452801764289,0.3592107241305887,0.1981512510609554,0.2769715370639198,0.1831566268447383,0.2244443254202703,0.1736328157081575,0.1232121542042424,0.1961032654153291,0.1643998590978945,0,0,0,0,0
R_EAM,0.4711944068028528,0.2082618170862171,0.1974515486816961,0.1106420777210927,0.4348400680770258,0.1134042374437688,0.6445884157064955,0.2306124205768732,0.3857187969890262,0.3781271293225714,0.080555424679057,0.4288293341287295,0.366595259842156,0.4209345634782425,0.2707404589624255,0.1916178170911797,0.2404478655803161,0.1630673467651628,0.26477685090926,0.1835012437772663,0.2775214564110594,0.2220995880235706,0.3181960870079435,0.3181611582557609,0.1999939750496304,0.4078622756009846,0.3261522631247017,0.2130993927494856,0.5868266796748113,0.5595710935140795,0.1662639161114814,0.2103471418190706,0.2060551233260737,0.2751208053615275,0.2389779449691423,0.3948087998366849,0.4286961107501092,0.1772215560762383,0.322664172741353,0.1228601396675336,0.3181855986709796,0.1362998108157977,0.1436279765229227,0.0286709968017782,0.2277469301780785,0.2024607718238023,0,0,0,0
R_EBT,0.403035394262237,0.1485803686380256,0.1191588865895786,0.2251790106689401,0.3700772762804797,0.0329123922256939,0.5774830577601695,0.3015146295177019,0.2673557855314387,0.2762012858670633,0.1517714533099273,0.3988191585754219,0.280485580729394,0.2941705453703738,0.1942690138628131,0.1226398860263612,0.2459660204025552,0.1155038011986514,0.109501397901292,0.0669032819941609,0.2673530067938425,0.1386347964441795,0.246757765046395,0.2042509386692055,0.1563696817951941,0.3500095230285605,0.3865007948817133,0.1113366716204234,0.5129708501584602,0.5147799423069896,0.1668593931282332,0.1881356055307956,0.1394019220327831,0.1918555029902713,0.1330468591752864,0.3052586666565768,0.4597173427049061,0.0954022023663392,0.1873363602815487,0.1630400746427612,0.2116345081232118,0.0182468273939296,0.049421329912978,0.1675227923994338,0.1344551584803257,0.1629170889321559,0.1641713883546273,0,0,0
R_EER,0.5049246846136355,0.1599026449484655,0.2606684270175119,0.0907893697615365,0.457907301212397,0.1433907158920346,0.6971276059164193,0.2153158959449863,0.4377729730000361,0.3256310469471044,0.1239340642572116,0.4535188030186444,0.3355760636066987,0.346894614040346,0.2564673159165264,0.2438225894592116,0.1810123813070328,0.0929517988122453,0.3486242942100164,0.2420318165850962,0.225356235090984,0.1679418544303809,0.3187535566516254,0.3783116514979023,0.2459789782298403,0.4108973866142217,0.3530767735751404,0.2602243057129852,0.6285160615387786,0.6169957699854561,0.2122489192916913,0.162790213812998,0.2531800362895734,0.3096725411718463,0.2480804836510222,0.4321154577673279,0.4613244126309286,0.2036415811659964,0.4453672242571664,0.1951024208663526,0.3158439143883056,0.210926332973263,0.1570561224878646,0.0602428118792754,0.206570727131172,0.138855322815611,0.0756616716139129,0.1977313843276945,0,0
